short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,795315,1,5089344,795315,False,chromosome
2,536522,1,5089344,536522,False,chromosome
3,474527,1,5089344,474527,False,chromosome
4,395901,1,5089344,395901,False,chromosome
5,348751,1,5089344,348751,False,chromosome
6,309033,1,5089344,307497,False,chromosome
7,282770,1,5089344,282770,False,chromosome
8,211853,1,5089344,211853,False,chromosome
9,185599,1,5089344,185599,False,chromosome
10,161351,1,5089344,161351,False,chromosome
11,160834,1,5089344,160834,False,chromosome
12,142774,1,5089344,142774,False,chromosome
13,136152,1,5089344,136152,False,chromosome
14,125063,1,5089344,125062,False,chromosome
15,121857,2,234124,103903,True,plasmid
16,117798,1,5089344,117798,False,chromosome
17,112955,1,5089344,112955,False,chromosome
18,108496,1,5089344,108496,False,chromosome
19,103594,1,5089344,103594,False,chromosome
20,86426,1,5089344,86426,False,chromosome
21,61788,1,5089344,39018,False,chromosome
22,56834,1,5089344,56834,False,chromosome
23,48757,1,5089344,48757,False,chromosome
24,39652,3,186417,29668,True,plasmid
25,34298,1,5089344,34298,False,chromosome
26,31066,3,186417,31066,True,plasmid
27,26057,1,5089344,26057,False,chromosome
28,20478,1,5089344,20478,False,chromosome
29,14193,3,186417,14193,True,plasmid
30,13029,3,186417,13029,True,plasmid
31,12387,2,234124,12387,True,plasmid
32,12361,2,234124,12361,True,plasmid
33,11749,3,186417,11749,True,plasmid
34,10392,2,234124,10392,True,plasmid
35,8769,3,186417,8769,True,plasmid
36,6557,1,5089344,6557,False,chromosome
37,6436,3,186417,6436,True,plasmid
38,5594,2,234124,5594,True,plasmid
39,4207,1,5089344,4207,False,chromosome
40,3526,2,234124,3526,True,plasmid
41,3232,2,234124,3232,True,plasmid
42,3136,2,234124,3136,True,plasmid
43,2819,3,186417,2819,True,plasmid
44,2509,2,234124,2509,True,plasmid
45,2505,2,234124,2505,True,plasmid
46,2340,2,234124,2340,True,plasmid
47,2328,2,234124,2328,True,plasmid
48,2279,NA,NA,2279,NA,ambiguous
49,2154,2,234124,2154,True,plasmid
50,1841,3,186417,1841,True,plasmid
51,1754,3,186417,1754,True,plasmid
52,1705,2,234124,1705,True,plasmid
53,1526,2,234124,1526,True,plasmid
54,1421,3,186417,1421,True,plasmid
55,1360,2,234124,1360,True,plasmid
56,1335,2,234124,1335,True,plasmid
57,1335,3,186417,1333,True,plasmid
58,1256,2,234124,1256,True,plasmid
59,1236,2,234124,1236,True,plasmid
60,1236,3,186417,1236,True,plasmid
61,1183,2,234124,1183,True,plasmid
62,1062,2,234124,1062,True,plasmid
63,1042,3,186417,1042,True,plasmid
64,1040,2,234124,1040,True,plasmid
65,1003,2,234124,1003,True,plasmid
66,905,2,234124,905,True,plasmid
67,885,2,234124,885,True,plasmid
68,848,3,186417,848,True,plasmid
69,760,1,5089344,760,False,chromosome
70,756,2,234124,756,True,plasmid
71,699,1,5089344,699,False,chromosome
72,679,2,234124,679,True,plasmid
73,645,2,234124,645,True,plasmid
74,644,3,186417,644,True,plasmid
75,616,1,5089344,616,False,chromosome
76,608,2,234124,608,True,plasmid
77,607,1,5089344,607,False,chromosome
78,533,1,5089344,533,False,chromosome
79,474,1,5089344,474,False,chromosome
80,473,2,234124,473,True,plasmid
81,463,2,234124,463,True,plasmid
82,455,1,5089344,455,False,chromosome
83,452,1,5089344,452,False,chromosome
84,439,1,5089344,439,False,chromosome
85,433,1,5089344,433,False,chromosome
86,429,3,186417,429,True,plasmid
87,425,1,5089344,425,False,chromosome
88,417,1,5089344,417,False,chromosome
89,398,1,5089344,398,False,chromosome
90,386,1,5089344,386,False,chromosome
91,385,3,186417,385,True,plasmid
92,371,1,5089344,371,False,chromosome
93,326,3,186417,326,True,plasmid
94,326,1,5089344,326,False,chromosome
95,324,2,234124,324,True,plasmid
96,318,3,186417,318,True,plasmid
97,295,2,234124,295,True,plasmid
98,281,2,234124,281,True,plasmid
99,273,1,5089344,273,False,chromosome
100,273,3,186417,273,True,plasmid
101,270,NA,NA,270,NA,ambiguous
102,252,1,5089344,252,False,chromosome
103,248,2,234124,248,True,plasmid
104,240,3,186417,240,True,plasmid
105,228,1,5089344,228,False,chromosome
106,212,1,5089344,212,False,chromosome
107,186,3,186417,186,True,plasmid
108,186,3,186417,186,True,plasmid
109,185,1,5089344,185,False,chromosome
110,184,1,5089344,184,False,chromosome
111,182,1,5089344,182,False,chromosome
112,178,3,186417,178,True,plasmid
113,169,2,234124,169,True,plasmid
114,166,1,5089344,166,False,chromosome
115,160,1,5089344,160,False,chromosome
116,159,3,186417,159,True,plasmid
117,158,1,5089344,158,False,chromosome
118,157,1,5089344,157,False,chromosome
119,157,1,5089344,157,False,chromosome
120,153,1,5089344,153,False,chromosome
121,152,NA,NA,152,NA,ambiguous
122,143,1,5089344,143,False,chromosome
124,140,2,234124,140,True,plasmid
125,140,2,234124,140,True,plasmid
126,139,3,186417,139,True,plasmid
127,138,1,5089344,138,False,chromosome
128,134,1,5089344,134,False,chromosome
129,132,3,186417,132,True,plasmid
130,130,1,5089344,130,False,chromosome
131,126,1,5089344,126,False,chromosome
132,123,NA,NA,123,NA,ambiguous
133,120,3,186417,120,True,plasmid
135,112,1,5089344,112,False,chromosome
136,109,1,5089344,109,False,chromosome
138,104,3,186417,104,True,plasmid
142,101,1,5089344,101,False,chromosome
144,101,3,186417,101,True,plasmid
145,100,3,186417,100,True,plasmid
146,100,NA,NA,100,NA,ambiguous
