short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,731220,1,5298648,731220,True,chromosome
2,574937,1,5298648,574937,True,chromosome
3,564535,1,5298648,564535,True,chromosome
4,404772,1,5298648,404772,True,chromosome
5,365702,1,5298648,365702,True,chromosome
6,315978,1,5298648,315978,True,chromosome
7,312207,1,5298648,312207,True,chromosome
8,262332,1,5298648,262332,True,chromosome
9,211341,1,5298648,211341,True,chromosome
10,202923,1,5298648,202923,True,chromosome
11,198311,1,5298648,198311,True,chromosome
12,167477,1,5298648,167477,True,chromosome
13,156097,1,5298648,156097,True,chromosome
14,138761,1,5298648,138760,True,chromosome
15,100244,1,5298648,50135,True,chromosome
16,99207,1,5298648,99207,True,chromosome
17,95489,2,271779,90601,True,plasmid
18,93951,1,5298648,93951,True,chromosome
19,90699,1,5298648,90699,True,chromosome
20,89910,3,136901,56519,True,plasmid
21,86232,1,5298648,86232,True,chromosome
22,52057,2,271779,52057,True,plasmid
23,42854,3,136901,42854,True,plasmid
24,41624,1,5298648,41624,True,chromosome
25,34273,1,5298648,34273,True,chromosome
26,26052,1,5298648,26052,True,chromosome
27,22531,2,271779,22531,True,plasmid
28,21464,1,5298648,21464,True,chromosome
29,20659,2,271779,20659,True,plasmid
30,20035,1,5298648,20035,True,chromosome
31,15190,2,271779,15190,True,plasmid
32,10324,2,271779,10324,True,plasmid
33,8661,2,271779,8661,True,plasmid
34,7581,2,271779,7581,True,plasmid
35,4465,1,5298648,4465,True,chromosome
36,3551,4,3551,3551,True,plasmid
37,3525,2,271779,3525,True,plasmid
38,2927,1,5298648,2927,True,chromosome
39,2854,2,271779,2854,True,plasmid
40,1928,2,271779,1928,True,plasmid
41,1741,1,5298648,1741,True,chromosome
42,1699,2,271779,1699,True,plasmid
43,1432,2,271779,1432,True,plasmid
44,1386,2,271779,1386,True,plasmid
45,1322,2,271779,1322,True,plasmid
46,1108,2,271779,1108,True,plasmid
47,1085,2,271779,1085,True,plasmid
48,942,1,5298648,942,True,chromosome
49,923,2,271779,923,True,plasmid
50,909,2,271779,909,True,plasmid
51,827,1,5298648,827,True,chromosome
52,705,3,136901,705,True,plasmid
53,631,2,271779,631,True,plasmid
54,622,2,271779,622,True,plasmid
55,615,2,271779,615,True,plasmid
56,600,1,5298648,600,True,chromosome
57,524,NA,NA,524,NA,ambiguous
58,491,NA,NA,491,NA,ambiguous
59,431,1,5298648,431,True,chromosome
60,429,1,5298648,429,True,chromosome
61,418,2,271779,418,True,plasmid
62,418,2,271779,418,True,plasmid
63,409,2,271779,409,True,plasmid
64,405,NA,NA,405,NA,ambiguous
65,398,1,5298648,398,True,chromosome
66,394,1,5298648,394,True,chromosome
67,371,NA,NA,371,NA,ambiguous
68,369,2,271779,369,True,plasmid
69,324,2,271779,324,True,plasmid
70,318,1,5298648,318,True,chromosome
71,307,1,5298648,307,True,chromosome
72,307,1,5298648,307,True,chromosome
73,305,2,271779,305,True,plasmid
74,296,3,136901,296,True,plasmid
75,290,1,5298648,290,True,chromosome
76,290,1,5298648,290,True,chromosome
77,284,NA,NA,284,NA,ambiguous
78,268,NA,NA,268,NA,ambiguous
79,267,2,271779,267,True,plasmid
80,259,2,271779,259,True,plasmid
81,252,1,5298648,252,True,chromosome
82,228,1,5298648,228,True,chromosome
83,224,2,271779,224,True,plasmid
84,223,1,5298648,223,True,chromosome
85,223,1,5298648,223,True,chromosome
86,217,1,5298648,217,True,chromosome
87,201,2,271779,201,True,plasmid
88,197,1,5298648,197,True,chromosome
90,190,1,5298648,190,True,chromosome
91,182,1,5298648,182,True,chromosome
92,180,1,5298648,180,True,chromosome
93,179,1,5298648,179,True,chromosome
94,179,2,271779,179,True,plasmid
95,179,1,5298648,179,True,chromosome
96,173,1,5298648,173,True,chromosome
97,163,1,5298648,163,True,chromosome
98,161,1,5298648,161,True,chromosome
99,158,2,271779,158,True,plasmid
100,157,1,5298648,157,True,chromosome
101,156,1,5298648,156,True,chromosome
102,156,1,5298648,156,True,chromosome
103,155,1,5298648,155,True,chromosome
104,155,1,5298648,155,True,chromosome
105,144,1,5298648,144,True,chromosome
106,142,1,5298648,142,True,chromosome
107,138,1,5298648,138,True,chromosome
108,137,NA,NA,137,NA,ambiguous
109,134,1,5298648,134,True,chromosome
110,131,NA,NA,131,NA,ambiguous
111,130,1,5298648,130,True,chromosome
112,123,2,271779,123,True,plasmid
113,123,1,5298648,123,True,chromosome
114,116,1,5298648,116,True,chromosome
115,109,1,5298648,109,True,chromosome
116,109,1,5298648,109,True,chromosome
117,105,2,271779,105,True,plasmid
118,105,1,5298648,105,True,chromosome
