short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,1013223,1,5185104,1013223,True,chromosome
2,397717,1,5185104,397717,True,chromosome
3,348207,1,5185104,348207,True,chromosome
4,347561,1,5185104,347561,True,chromosome
5,343117,1,5185104,343117,True,chromosome
6,326321,1,5185104,326321,True,chromosome
7,312088,1,5185104,312088,True,chromosome
8,264364,1,5185104,214182,True,chromosome
9,254256,1,5185104,254256,True,chromosome
10,154352,1,5185104,154352,True,chromosome
11,136164,1,5185104,136164,True,chromosome
12,135848,1,5185104,135848,True,chromosome
13,116317,1,5185104,116317,True,chromosome
14,104358,1,5185104,104358,True,chromosome
15,99296,1,5185104,99296,True,chromosome
16,88695,1,5185104,88695,True,chromosome
17,86319,1,5185104,86319,True,chromosome
18,84971,1,5185104,84971,True,chromosome
19,75870,1,5185104,75870,True,chromosome
20,72781,1,5185104,72781,True,chromosome
21,59477,1,5185104,59438,True,chromosome
22,49927,1,5185104,49927,True,chromosome
23,47676,1,5185104,47676,True,chromosome
24,42966,1,5185104,42966,True,chromosome
25,39501,1,5185104,39501,True,chromosome
26,38225,1,5185104,38225,True,chromosome
27,24932,4,70240,24932,True,plasmid
28,23909,2,246704,23909,True,plasmid
29,23882,2,246704,23882,True,plasmid
30,20873,2,246704,20873,True,plasmid
31,20191,1,5185104,20191,True,chromosome
32,16637,2,246704,16637,True,plasmid
33,16320,3,72044,16320,True,plasmid
34,16315,2,246704,16315,True,plasmid
35,15074,5,15074,15074,False,no_label
36,12843,2,246704,12843,True,plasmid
37,12003,3,72044,12003,True,plasmid
38,11499,1,5185104,11499,True,chromosome
39,11033,4,70240,11033,True,plasmid
40,9839,2,246704,6532,True,plasmid
41,9444,2,246704,9444,True,plasmid
42,9437,2,246704,9437,True,plasmid
43,9247,3,72044,9247,True,plasmid
44,8987,3,72044,8987,True,plasmid
45,8441,2,246704,8441,True,plasmid
46,8026,3,72044,8026,True,plasmid
47,7787,4,70240,5017,True,plasmid
48,7448,2,246704,7448,True,plasmid
49,6992,2,246704,6992,True,plasmid
50,6102,1,5185104,6102,True,chromosome
51,5783,6,5783,5783,True,plasmid
52,5224,4,70240,5224,True,plasmid
53,4706,1,5185104,4706,True,chromosome
54,4680,2,246704,4680,True,plasmid
55,4072,2,246704,4072,True,plasmid
56,4026,1,5185104,4026,True,chromosome
57,3834,1,5185104,3834,True,chromosome
58,3457,2,246704,3457,True,plasmid
59,2934,4,70240,2934,True,plasmid
60,2857,1,5185104,2857,True,chromosome
61,2511,2,246704,2511,True,plasmid
62,2426,7,2426,2426,True,plasmid
63,2253,NA,NA,2253,NA,ambiguous
64,2094,3,72044,2094,True,plasmid
65,1966,2,246704,1966,True,plasmid
66,1966,4,70240,1966,True,plasmid
67,1917,8,1917,1917,True,plasmid
68,1841,2,246704,1841,True,plasmid
69,1688,1,5185104,1688,True,chromosome
70,1667,3,72044,1667,True,plasmid
71,1632,1,5185104,1632,True,chromosome
72,1576,2,246704,1576,True,plasmid
73,1558,2,246704,1558,True,plasmid
74,1445,1,5185104,1445,True,chromosome
75,1410,NA,NA,1410,NA,ambiguous
76,1351,NA,NA,1351,NA,ambiguous
77,1343,NA,NA,1343,NA,ambiguous
78,1338,1,5185104,1338,True,chromosome
79,1298,NA,NA,1298,NA,ambiguous
80,1267,2,246704,1267,True,plasmid
81,1126,2,246704,1126,True,plasmid
82,1085,1,5185104,1085,True,chromosome
83,1016,3,72044,1016,True,plasmid
84,971,3,72044,971,True,plasmid
85,949,2,246704,949,True,plasmid
86,938,2,246704,938,True,plasmid
87,937,4,70240,937,True,plasmid
88,936,2,246704,936,True,plasmid
89,916,2,246704,916,True,plasmid
90,913,2,246704,913,True,plasmid
91,897,1,5185104,897,True,chromosome
92,894,2,246704,894,True,plasmid
93,870,2,246704,870,True,plasmid
94,867,2,246704,867,True,plasmid
95,838,2,246704,838,True,plasmid
96,838,4,70240,838,True,plasmid
97,835,2,246704,835,True,plasmid
98,821,4,70240,821,True,plasmid
99,799,NA,NA,799,NA,ambiguous
100,782,4,70240,782,True,plasmid
101,747,2,246704,747,True,plasmid
102,684,NA,NA,684,NA,ambiguous
103,673,2,246704,673,True,plasmid
104,669,2,246704,669,True,plasmid
105,669,4,70240,669,True,plasmid
106,667,NA,NA,667,NA,ambiguous
107,631,2,246704,631,True,plasmid
108,631,4,70240,631,True,plasmid
109,614,2,246704,614,True,plasmid
110,583,NA,NA,583,NA,ambiguous
111,575,2,246704,575,True,plasmid
112,546,4,70240,546,True,plasmid
113,542,1,5185104,542,True,chromosome
114,538,2,246704,538,True,plasmid
115,533,1,5185104,533,True,chromosome
116,531,2,246704,531,True,plasmid
117,499,NA,NA,499,NA,ambiguous
118,488,NA,NA,488,NA,ambiguous
119,486,NA,NA,486,NA,ambiguous
120,481,1,5185104,481,True,chromosome
121,440,2,246704,440,True,plasmid
122,440,4,70240,440,True,plasmid
123,428,NA,NA,428,NA,ambiguous
124,426,4,70240,426,True,plasmid
125,423,NA,NA,423,NA,ambiguous
126,397,2,246704,397,True,plasmid
127,397,4,70240,397,True,plasmid
128,374,2,246704,374,True,plasmid
129,345,NA,NA,345,NA,ambiguous
130,341,NA,NA,341,NA,ambiguous
131,340,NA,NA,340,NA,ambiguous
132,337,2,246704,337,True,plasmid
133,337,2,246704,337,True,plasmid
134,337,3,72044,337,True,plasmid
135,337,4,70240,337,True,plasmid
136,336,2,246704,336,True,plasmid
137,336,1,5185104,336,True,chromosome
138,333,NA,NA,333,NA,ambiguous
139,326,1,5185104,326,True,chromosome
140,323,3,72044,323,True,plasmid
141,323,1,5185104,323,True,chromosome
142,318,2,246704,318,True,plasmid
143,307,2,246704,307,True,plasmid
144,297,1,5185104,297,True,chromosome
145,284,NA,NA,284,NA,ambiguous
146,273,1,5185104,273,True,chromosome
147,264,NA,NA,264,NA,ambiguous
148,259,2,246704,259,True,plasmid
149,247,1,5185104,247,True,chromosome
150,245,NA,NA,245,NA,ambiguous
151,240,NA,NA,240,NA,ambiguous
152,234,2,246704,234,True,plasmid
153,232,1,5185104,232,True,chromosome
154,220,1,5185104,220,True,chromosome
155,214,NA,NA,214,NA,ambiguous
156,212,NA,NA,212,NA,ambiguous
157,212,1,5185104,212,True,chromosome
158,211,1,5185104,211,True,chromosome
159,209,2,246704,209,True,plasmid
160,208,2,246704,208,True,plasmid
161,206,2,246704,206,True,plasmid
162,203,2,246704,203,True,plasmid
163,192,NA,NA,192,NA,ambiguous
164,189,2,246704,189,True,plasmid
165,181,2,246704,181,True,plasmid
166,176,4,70240,176,True,plasmid
167,173,NA,NA,173,NA,ambiguous
168,173,2,246704,173,True,plasmid
169,169,1,5185104,169,True,chromosome
170,169,2,246704,169,True,plasmid
171,169,NA,NA,169,NA,ambiguous
172,168,2,246704,168,True,plasmid
173,165,2,246704,165,True,plasmid
174,161,NA,NA,161,NA,ambiguous
175,160,4,70240,160,True,plasmid
176,153,NA,NA,153,NA,ambiguous
177,147,3,72044,147,True,plasmid
178,145,1,5185104,145,True,chromosome
179,143,2,246704,143,True,plasmid
180,140,2,246704,140,True,plasmid
181,140,2,246704,140,True,plasmid
182,140,1,5185104,140,True,chromosome
183,137,NA,NA,137,NA,ambiguous
184,134,3,72044,134,True,plasmid
185,131,1,5185104,131,True,chromosome
186,131,2,246704,131,True,plasmid
187,131,NA,NA,131,NA,ambiguous
188,131,2,246704,131,True,plasmid
189,130,1,5185104,130,True,chromosome
190,130,NA,NA,130,NA,ambiguous
191,130,1,5185104,130,True,chromosome
192,127,NA,NA,127,NA,ambiguous
193,125,NA,NA,125,NA,ambiguous
194,124,2,246704,124,True,plasmid
