short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,571316,1,5248070,571316,True,chromosome
2,547963,1,5248070,547963,True,chromosome
3,458571,1,5248070,458571,True,chromosome
4,387292,1,5248070,387292,True,chromosome
5,350211,1,5248070,350211,True,chromosome
6,348225,1,5248070,348225,True,chromosome
7,284154,1,5248070,284154,True,chromosome
8,266516,1,5248070,266516,True,chromosome
9,224686,1,5248070,224686,True,chromosome
10,212391,1,5248070,212391,True,chromosome
11,175842,1,5248070,175842,True,chromosome
12,165995,1,5248070,165995,True,chromosome
13,149689,1,5248070,149689,True,chromosome
14,146970,1,5248070,146970,True,chromosome
15,123293,1,5248070,123293,True,chromosome
16,113974,1,5248070,113974,True,chromosome
17,105848,1,5248070,105848,True,chromosome
18,103761,1,5248070,103761,True,chromosome
19,100472,1,5248070,50299,True,chromosome
20,86426,1,5248070,86426,True,chromosome
21,80080,2,327518,48552,True,plasmid
22,57649,4,74238,57649,True,plasmid
23,57252,3,169593,57252,True,plasmid
24,54978,1,5248070,54978,True,chromosome
25,51895,1,5248070,51895,True,chromosome
26,45339,6,46161,45339,True,plasmid
27,42868,2,327518,42868,True,plasmid
28,38675,3,169593,38675,True,plasmid
29,35621,2,327518,35621,True,plasmid
30,34298,1,5248070,34298,True,chromosome
31,33711,3,169593,20260,True,plasmid
32,28352,1,5248070,28352,True,chromosome
33,26057,1,5248070,26057,True,chromosome
34,20335,1,5248070,20335,True,chromosome
35,19094,3,169593,19094,True,plasmid
36,18723,2,327518,18723,True,plasmid
37,17754,2,327518,17754,True,plasmid
38,13097,2,327518,13097,True,plasmid
39,12985,1,5248070,12985,True,chromosome
40,12026,5,65556,12026,True,plasmid
41,11937,2,327518,11937,True,plasmid
42,11371,1,5248070,11371,True,chromosome
43,10627,5,65556,10627,True,plasmid
44,9836,3,169593,9836,True,plasmid
45,7210,2,327518,7210,True,plasmid
46,6843,2,327518,6843,True,plasmid
47,6280,2,327518,6280,True,plasmid
48,5737,5,65556,5737,True,plasmid
49,5626,2,327518,5626,True,plasmid
50,5221,4,74238,5221,True,plasmid
51,4962,2,327518,4962,True,plasmid
52,4906,7,4906,4906,True,plasmid
53,4458,5,65556,4458,True,plasmid
54,4264,5,65556,4264,True,plasmid
55,4233,1,5248070,4233,True,chromosome
56,4195,1,5248070,4195,True,chromosome
57,4018,8,4018,4018,True,plasmid
58,3674,2,327518,3674,True,plasmid
59,3525,2,327518,3525,True,plasmid
60,3237,2,327518,3237,True,plasmid
61,3072,2,327518,3072,True,plasmid
62,2927,9,2927,2927,True,plasmid
63,2924,5,65556,2924,True,plasmid
64,2318,4,74238,2318,True,plasmid
65,2272,2,327518,2260,True,plasmid
66,2252,NA,NA,2252,NA,ambiguous
67,2183,5,65556,2183,True,plasmid
68,2169,2,327518,2169,True,plasmid
69,2069,5,65556,2069,True,plasmid
70,1891,NA,NA,1891,NA,ambiguous
71,1817,5,65556,1817,True,plasmid
72,1752,2,327518,1752,True,plasmid
