short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,380759,1,5460075,380759,True,chromosome
2,379323,1,5460075,379323,True,chromosome
3,289570,1,5460075,289570,True,chromosome
4,211346,1,5460075,211346,True,chromosome
5,176048,1,5460075,125867,True,chromosome
6,174862,1,5460075,174862,True,chromosome
7,173843,1,5460075,173843,True,chromosome
8,168216,1,5460075,168216,True,chromosome
9,164267,1,5460075,164267,True,chromosome
10,161442,1,5460075,161442,True,chromosome
11,160811,1,5460075,160811,True,chromosome
12,160320,1,5460075,160320,True,chromosome
13,156999,1,5460075,156999,True,chromosome
14,156248,1,5460075,156248,True,chromosome
15,129762,1,5460075,129762,True,chromosome
16,127989,1,5460075,127989,True,chromosome
17,125183,1,5460075,125183,True,chromosome
18,121354,1,5460075,121354,True,chromosome
19,108852,1,5460075,108852,True,chromosome
20,106652,1,5460075,106652,True,chromosome
21,103624,1,5460075,103624,True,chromosome
22,97227,1,5460075,97227,True,chromosome
23,95585,1,5460075,95585,True,chromosome
24,88760,1,5460075,88760,True,chromosome
25,86237,1,5460075,86237,True,chromosome
26,83488,1,5460075,83488,True,chromosome
27,82632,1,5460075,82632,True,chromosome
28,81501,1,5460075,81501,True,chromosome
29,76272,1,5460075,76272,True,chromosome
30,75403,1,5460075,75403,True,chromosome
31,74310,3,113854,74310,True,plasmid
32,64952,1,5460075,64952,True,chromosome
33,52109,1,5460075,52109,True,chromosome
34,49796,1,5460075,49796,True,chromosome
35,46911,1,5460075,46911,True,chromosome
36,43043,1,5460075,43043,True,chromosome
37,42102,2,232878,42102,True,plasmid
38,41850,1,5460075,41850,True,chromosome
39,39739,4,97542,37606,True,plasmid
40,39168,1,5460075,39168,True,chromosome
41,36578,1,5460075,36578,True,chromosome
42,35354,3,113854,19448,True,plasmid
43,35241,5,36438,20940,True,plasmid
44,35202,1,5460075,35202,True,chromosome
45,34204,1,5460075,34204,True,chromosome
46,31995,1,5460075,31995,True,chromosome
47,26182,1,5460075,26182,True,chromosome
48,23802,2,232878,20339,True,plasmid
49,22106,2,232878,22106,True,plasmid
50,20295,2,232878,20295,True,plasmid
51,20121,2,232878,20121,True,plasmid
52,19140,1,5460075,19140,True,chromosome
53,18969,4,97542,18969,True,plasmid
54,17597,2,232878,17597,True,plasmid
55,16871,1,5460075,16871,True,chromosome
