short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,1071270,1,5415409,1071270,True,chromosome
2,827037,1,5415409,827037,True,chromosome
3,496800,1,5415409,496800,True,chromosome
4,475622,1,5415409,425440,True,chromosome
5,466838,1,5415409,466838,True,chromosome
6,391426,1,5415409,391426,True,chromosome
7,363486,1,5415409,363486,True,chromosome
8,356357,1,5415409,356357,True,chromosome
9,296821,1,5415409,296821,True,chromosome
10,238821,1,5415409,238821,True,chromosome
11,94205,1,5415409,94205,True,chromosome
12,86320,1,5415409,86320,True,chromosome
13,80402,2,208598,80402,True,plasmid
14,58233,1,5415409,58233,True,chromosome
15,55844,2,208598,55844,True,plasmid
16,42999,1,5415409,42999,True,chromosome
17,34195,1,5415409,34195,True,chromosome
18,26052,1,5415409,26052,True,chromosome
19,25360,2,208598,20475,True,plasmid
20,17567,2,208598,17567,True,plasmid
21,9063,1,5415409,9063,True,chromosome
22,7582,2,208598,7582,True,plasmid
23,6847,2,208598,6847,True,plasmid
24,5858,1,5415409,5858,True,chromosome
25,4336,1,5415409,4336,True,chromosome
26,2666,1,5415409,2666,True,chromosome
27,2140,2,208598,2140,True,plasmid
28,2044,4,2044,2044,True,plasmid
29,2028,5,2028,2028,True,plasmid
30,1816,3,3726,1816,True,plasmid
31,1707,1,5415409,1707,True,chromosome
32,1336,NA,NA,1336,NA,ambiguous
33,1333,1,5415409,1333,True,chromosome
34,1164,1,5415409,1164,True,chromosome
35,1069,1,5415409,1069,True,chromosome
36,1057,2,208598,1057,True,plasmid
37,994,1,5415409,994,True,chromosome
38,858,1,5415409,858,True,chromosome
39,837,3,3726,837,True,plasmid
40,660,1,5415409,660,True,chromosome
41,549,1,5415409,549,True,chromosome
42,537,3,3726,537,True,plasmid
43,494,1,5415409,494,True,chromosome
44,444,1,5415409,444,True,chromosome
45,440,1,5415409,440,True,chromosome
46,427,1,5415409,427,True,chromosome
47,425,1,5415409,425,True,chromosome
48,400,1,5415409,400,True,chromosome
49,376,1,5415409,376,True,chromosome
50,359,1,5415409,359,True,chromosome
51,357,1,5415409,357,True,chromosome
52,326,1,5415409,326,True,chromosome
53,307,1,5415409,307,True,chromosome
54,306,NA,NA,306,NA,ambiguous
55,296,2,208598,296,True,plasmid
56,288,NA,NA,288,NA,ambiguous
57,273,1,5415409,273,True,chromosome
58,272,1,5415409,272,True,chromosome
59,265,1,5415409,265,True,chromosome
60,255,1,5415409,255,True,chromosome
61,248,1,5415409,248,True,chromosome
62,212,1,5415409,212,True,chromosome
63,212,1,5415409,212,True,chromosome
64,211,1,5415409,211,True,chromosome
65,210,3,3726,210,True,plasmid
66,206,1,5415409,206,True,chromosome
67,202,1,5415409,202,True,chromosome
68,195,2,208598,195,True,plasmid
69,191,2,208598,191,True,plasmid
70,189,1,5415409,189,True,chromosome
71,188,1,5415409,188,True,chromosome
72,182,1,5415409,182,True,chromosome
73,182,1,5415409,182,True,chromosome
74,176,NA,NA,176,NA,ambiguous
75,157,2,208598,157,True,plasmid
76,157,2,208598,157,True,plasmid
77,154,1,5415409,154,True,chromosome
78,151,1,5415409,151,True,chromosome
79,149,1,5415409,149,True,chromosome
80,149,1,5415409,149,True,chromosome
81,148,1,5415409,148,True,chromosome
82,146,1,5415409,146,True,chromosome
83,143,1,5415409,143,True,chromosome
84,142,1,5415409,142,True,chromosome
85,138,1,5415409,138,True,chromosome
86,134,1,5415409,134,True,chromosome
87,130,1,5415409,130,True,chromosome
88,130,1,5415409,130,True,chromosome
89,128,2,208598,128,True,plasmid
90,128,1,5415409,128,True,chromosome
91,124,NA,NA,124,NA,ambiguous
92,124,1,5415409,124,True,chromosome
93,120,1,5415409,120,True,chromosome
94,117,1,5415409,117,True,chromosome
95,116,NA,NA,116,NA,ambiguous
96,113,1,5415409,113,True,chromosome
97,110,3,3726,110,True,plasmid
98,109,3,3726,109,True,plasmid
99,107,3,3726,107,True,plasmid
100,105,1,5415409,105,True,chromosome
101,105,1,5415409,105,True,chromosome
102,101,1,5415409,101,True,chromosome
103,100,1,5415409,100,True,chromosome
