short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,652023,1,5337467,652023,True,chromosome
2,530682,1,5337467,359049,True,chromosome
3,390719,1,5337467,390719,True,chromosome
4,328772,1,5337467,328772,True,chromosome
5,269924,1,5337467,269924,True,chromosome
6,246652,1,5337467,246652,True,chromosome
7,211771,1,5337467,211771,True,chromosome
8,209065,1,5337467,209065,True,chromosome
9,203669,1,5337467,203669,True,chromosome
10,169501,1,5337467,169499,True,chromosome
11,168765,1,5337467,168765,True,chromosome
12,149731,1,5337467,149731,True,chromosome
13,143591,1,5337467,143591,True,chromosome
14,138020,1,5337467,138020,True,chromosome
15,129240,1,5337467,129240,True,chromosome
16,118555,1,5337467,118553,True,chromosome
17,114820,1,5337467,114820,True,chromosome
18,114069,1,5337467,114069,True,chromosome
19,106889,1,5337467,106889,True,chromosome
20,99275,1,5337467,99275,True,chromosome
21,98767,1,5337467,98767,True,chromosome
22,95563,1,5337467,95563,True,chromosome
23,86418,1,5337467,86418,True,chromosome
24,66477,1,5337467,66477,True,chromosome
25,63776,2,202351,63776,True,plasmid
26,60185,1,5337467,50181,True,chromosome
27,51411,1,5337467,51411,True,chromosome
28,49559,1,5337467,49559,True,chromosome
29,40624,1,5337467,40624,True,chromosome
30,37881,2,202351,37881,True,plasmid
31,34261,1,5337467,34261,True,chromosome
32,34123,4,46161,34123,True,plasmid
33,31655,1,5337467,31655,True,chromosome
34,28685,1,5337467,28685,True,chromosome
35,26037,1,5337467,26037,True,chromosome
36,20655,2,202351,13390,True,plasmid
37,20120,1,5337467,20120,True,chromosome
38,15907,3,56942,15907,True,plasmid
39,14650,1,5337467,14650,True,chromosome
40,14020,1,5337467,14020,True,chromosome
41,11710,2,202351,11710,True,plasmid
42,10381,2,202351,10381,True,plasmid
43,10284,1,5337467,10284,True,chromosome
44,8705,4,46161,8705,True,plasmid
45,8468,2,202351,8468,True,plasmid
46,8451,3,56942,8451,True,plasmid
47,6261,3,56942,6261,True,plasmid
48,6052,2,202351,6052,True,plasmid
49,5800,1,5337467,5800,True,chromosome
50,5674,2,202351,5674,True,plasmid
51,4718,2,202351,4718,True,plasmid
52,4546,3,56942,4546,True,plasmid
53,4448,1,5337467,4448,True,chromosome
54,4377,1,5337467,4377,True,chromosome
55,4167,5,4167,4167,True,plasmid
56,3812,1,5337467,3812,True,chromosome
57,3518,2,202351,3518,True,plasmid
58,3170,2,202351,3170,True,plasmid
59,3083,3,56942,3083,True,plasmid
60,2535,1,5337467,2535,True,chromosome
61,2284,3,56942,2284,True,plasmid
62,2279,NA,NA,2279,NA,ambiguous
63,1786,2,202351,1786,True,plasmid
64,1751,2,202351,1751,True,plasmid
65,1399,2,202351,1399,True,plasmid
66,1376,2,202351,1376,True,plasmid
67,1336,NA,NA,1336,NA,ambiguous
68,1322,4,46161,1322,True,plasmid
69,1304,1,5337467,1304,True,chromosome
70,1291,1,5337467,1291,True,chromosome
71,1200,NA,NA,1200,NA,ambiguous
72,1147,3,56942,1147,True,plasmid
73,1122,1,5337467,1122,True,chromosome
74,1092,3,56942,1091,True,plasmid
75,1087,1,5337467,1087,True,chromosome
76,1065,2,202351,1065,True,plasmid
77,970,1,5337467,970,True,chromosome
78,895,1,5337467,895,True,chromosome
79,886,1,5337467,886,True,chromosome
80,864,3,56942,863,True,plasmid
81,856,3,56942,854,True,plasmid
82,809,NA,NA,809,NA,ambiguous
83,799,3,56942,799,True,plasmid
84,775,1,5337467,775,True,chromosome
85,737,1,5337467,737,True,chromosome
86,645,2,202351,645,True,plasmid
87,636,1,5337467,636,True,chromosome
88,619,3,56942,617,True,plasmid
89,610,4,46161,610,True,plasmid
90,596,2,202351,596,True,plasmid
91,581,4,46161,581,True,plasmid
92,574,2,202351,574,True,plasmid
93,572,1,5337467,572,True,chromosome
94,559,3,56942,559,True,plasmid
95,536,1,5337467,536,True,chromosome
96,483,1,5337467,483,True,chromosome
97,470,1,5337467,470,True,chromosome
98,460,1,5337467,460,True,chromosome
99,436,2,202351,436,True,plasmid
100,433,1,5337467,433,True,chromosome
101,407,1,5337467,407,True,chromosome
102,396,NA,NA,396,NA,ambiguous
103,387,1,5337467,387,True,chromosome
104,386,1,5337467,386,True,chromosome
105,377,2,202351,377,True,plasmid
106,367,2,202351,367,True,plasmid
107,341,1,5337467,341,True,chromosome
108,335,3,56942,335,True,plasmid
109,331,NA,NA,331,NA,ambiguous
110,326,1,5337467,326,True,chromosome
111,301,1,5337467,301,True,chromosome
112,278,1,5337467,278,True,chromosome
113,277,1,5337467,277,True,chromosome
114,275,NA,NA,275,NA,ambiguous
115,275,1,5337467,275,True,chromosome
116,273,1,5337467,273,True,chromosome
117,271,4,46161,271,True,plasmid
118,268,1,5337467,268,True,chromosome
119,266,1,5337467,266,True,chromosome
120,248,1,5337467,248,True,chromosome
121,242,1,5337467,242,True,chromosome
122,239,1,5337467,239,True,chromosome
123,230,2,202351,230,True,plasmid
124,230,1,5337467,230,True,chromosome
125,230,1,5337467,230,True,chromosome
126,215,1,5337467,215,True,chromosome
127,215,1,5337467,215,True,chromosome
128,215,1,5337467,215,True,chromosome
129,213,1,5337467,213,True,chromosome
130,213,3,56942,213,True,plasmid
131,212,1,5337467,212,True,chromosome
132,211,2,202351,211,True,plasmid
133,207,1,5337467,207,True,chromosome
134,207,1,5337467,207,True,chromosome
135,201,1,5337467,201,True,chromosome
136,197,1,5337467,197,True,chromosome
137,195,1,5337467,195,True,chromosome
138,191,1,5337467,191,True,chromosome
139,190,2,202351,190,True,plasmid
140,186,1,5337467,186,True,chromosome
141,184,3,56942,184,True,plasmid
142,182,1,5337467,182,True,chromosome
143,174,1,5337467,174,True,chromosome
144,173,1,5337467,173,True,chromosome
145,173,1,5337467,173,True,chromosome
146,172,1,5337467,172,True,chromosome
147,172,1,5337467,172,True,chromosome
148,163,1,5337467,163,True,chromosome
149,161,1,5337467,161,True,chromosome
150,155,1,5337467,155,True,chromosome
151,153,2,202351,153,True,plasmid
152,147,1,5337467,147,True,chromosome
153,141,1,5337467,141,True,chromosome
154,138,1,5337467,138,True,chromosome
155,136,1,5337467,136,True,chromosome
156,135,2,202351,135,True,plasmid
157,130,1,5337467,130,True,chromosome
158,128,3,56942,128,True,plasmid
159,125,1,5337467,125,True,chromosome
160,125,1,5337467,125,True,chromosome
161,119,1,5337467,119,True,chromosome
162,111,3,56942,111,True,plasmid
163,110,1,5337467,110,True,chromosome
164,107,2,202351,107,True,plasmid
165,105,1,5337467,105,True,chromosome
166,105,1,5337467,105,True,chromosome
167,105,1,5337467,105,True,chromosome
