short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,571316,1,5052760,571316,False,chromosome
2,547963,1,5052760,547963,False,chromosome
3,464169,1,5052760,464169,False,chromosome
4,458709,1,5052760,458709,False,chromosome
5,387291,1,5052760,387291,False,chromosome
6,368047,1,5052760,368047,False,chromosome
7,366173,1,5052760,185380,False,chromosome
8,348225,1,5052760,348225,False,chromosome
9,296667,1,5052760,296667,False,chromosome
10,246228,1,5052760,246228,False,chromosome
11,212058,1,5052760,212058,False,chromosome
12,165995,1,5052760,165995,False,chromosome
13,123292,1,5052760,123292,False,chromosome
14,113974,1,5052760,113974,False,chromosome
15,105974,1,5052760,105974,False,chromosome
16,103760,1,5052760,103760,False,chromosome
17,86426,1,5052760,86426,False,chromosome
18,68731,2,328325,37203,True,plasmid
19,57649,5,70703,57649,True,plasmid
20,54977,1,5052760,54977,False,chromosome
21,47690,4,169593,47690,True,plasmid
22,45344,7,46161,45344,True,plasmid
23,44990,4,169593,40102,True,plasmid
24,42867,2,328325,42867,True,plasmid
25,38676,4,169593,38676,True,plasmid
26,35621,2,328325,35621,True,plasmid
27,34298,1,5052760,34298,False,chromosome
28,28353,1,5052760,28353,False,chromosome
29,26057,1,5052760,26057,False,chromosome
30,23390,1,5052760,23390,False,chromosome
31,19094,4,169593,19094,True,plasmid
32,18723,2,328325,18723,True,plasmid
33,17753,2,328325,17753,True,plasmid
34,13097,2,328325,13097,True,plasmid
35,12985,1,5052760,12985,False,chromosome
36,12443,2,328325,12443,True,plasmid
37,11372,1,5052760,11372,False,chromosome
38,11201,2,328325,11185,True,plasmid
39,10627,6,48382,10623,True,plasmid
40,7509,4,169593,7509,True,plasmid
41,7210,2,328325,7210,True,plasmid
42,6817,2,328325,6817,True,plasmid
43,6281,2,328325,6281,True,plasmid
44,5984,6,48382,5984,True,plasmid
45,5626,2,328325,5626,True,plasmid
46,5221,5,70703,5221,True,plasmid
47,4962,2,328325,4962,True,plasmid
48,4906,8,4906,4906,True,plasmid
49,4470,6,48382,4470,True,plasmid
50,4233,1,5052760,4233,False,chromosome
51,4018,9,4018,4018,True,plasmid
52,3955,5,70703,3955,True,plasmid
53,3674,2,328325,3674,True,plasmid
54,3525,2,328325,3525,True,plasmid
55,3231,2,328325,3231,True,plasmid
56,3072,2,328325,3072,True,plasmid
57,2927,10,2927,2927,True,plasmid
58,2924,6,48382,2924,True,plasmid
59,2798,11,2798,2798,True,plasmid
60,2470,2,328325,2470,True,plasmid
61,2252,NA,NA,2252,NA,ambiguous
62,2183,6,48382,2183,True,plasmid
63,2069,6,48382,2069,True,plasmid
64,1902,2,328325,1902,True,plasmid
65,1817,6,48382,1817,True,plasmid
66,1752,2,328325,1752,True,plasmid
67,1699,4,169593,1699,True,plasmid
68,1653,5,70703,1653,True,plasmid
69,1628,4,169593,1628,True,plasmid
70,1599,NA,NA,1599,NA,ambiguous
