short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,478299,1,5152243,428033,True,chromosome
2,440522,1,5152243,440522,True,chromosome
3,389629,1,5152243,389629,True,chromosome
4,377021,1,5152243,377021,True,chromosome
5,354765,1,5152243,354765,True,chromosome
6,345354,1,5152243,345354,True,chromosome
7,310426,1,5152243,310426,True,chromosome
8,269033,1,5152243,269033,True,chromosome
9,265764,1,5152243,265764,True,chromosome
10,257048,1,5152243,257048,True,chromosome
11,233066,1,5152243,233066,True,chromosome
12,220322,1,5152243,220322,True,chromosome
13,167339,1,5152243,167339,True,chromosome
14,160976,1,5152243,160976,True,chromosome
15,137693,1,5152243,137693,True,chromosome
16,133105,1,5152243,133105,True,chromosome
17,92976,1,5152243,92976,True,chromosome
18,92806,1,5152243,92806,True,chromosome
19,87643,1,5152243,87643,True,chromosome
20,72645,1,5152243,72645,True,chromosome
21,47897,3,54040,47897,True,plasmid
22,44656,1,5152243,44656,True,chromosome
23,34606,1,5152243,34606,True,chromosome
24,34270,1,5152243,34270,True,chromosome
25,31774,2,151120,17558,True,plasmid
26,28295,1,5152243,28295,True,chromosome
27,26053,1,5152243,26053,True,chromosome
28,24351,2,151120,24351,True,plasmid
29,20356,2,151120,20356,True,plasmid
30,18914,2,151120,18914,True,plasmid
31,13436,2,151120,13436,True,plasmid
32,9809,2,151120,9809,True,plasmid
33,9642,1,5152243,9642,True,chromosome
34,9225,2,151120,6156,True,plasmid
35,7475,2,151120,7475,True,plasmid
36,5365,1,5152243,5365,True,chromosome
37,4218,1,5152243,4218,True,chromosome
38,4011,2,151120,4011,True,plasmid
39,3881,1,5152243,3881,True,chromosome
40,3694,1,5152243,3694,True,chromosome
41,3089,2,151120,3089,True,plasmid
42,2984,1,5152243,2984,True,chromosome
43,2105,1,5152243,2105,True,chromosome
44,1741,1,5152243,1741,True,chromosome
45,1258,NA,NA,1258,NA,ambiguous
46,1254,1,5152243,1254,True,chromosome
47,1193,1,5152243,1193,True,chromosome
48,1071,1,5152243,1071,True,chromosome
49,844,NA,NA,844,NA,ambiguous
50,817,1,5152243,817,True,chromosome
51,788,1,5152243,788,True,chromosome
52,769,1,5152243,769,True,chromosome
53,660,1,5152243,660,True,chromosome
54,638,1,5152243,638,True,chromosome
55,494,1,5152243,494,True,chromosome
56,458,2,151120,458,True,plasmid
57,452,1,5152243,452,True,chromosome
58,425,1,5152243,425,True,chromosome
59,383,1,5152243,383,True,chromosome
60,374,1,5152243,374,True,chromosome
61,364,3,54040,364,True,plasmid
62,364,1,5152243,364,True,chromosome
63,326,1,5152243,326,True,chromosome
64,325,2,151120,325,True,plasmid
65,321,2,151120,321,True,plasmid
66,301,1,5152243,301,True,chromosome
67,261,NA,NA,261,NA,ambiguous
68,251,1,5152243,251,True,chromosome
69,229,1,5152243,229,True,chromosome
70,228,1,5152243,228,True,chromosome
71,218,2,151120,218,True,plasmid
72,214,NA,NA,214,NA,ambiguous
73,195,1,5152243,195,True,chromosome
74,192,1,5152243,192,True,chromosome
75,181,1,5152243,181,True,chromosome
76,179,1,5152243,179,True,chromosome
77,173,1,5152243,173,True,chromosome
78,165,3,54040,165,True,plasmid
79,160,1,5152243,160,True,chromosome
80,156,1,5152243,156,True,chromosome
81,154,1,5152243,154,True,chromosome
82,151,1,5152243,151,True,chromosome
83,142,2,151120,142,True,plasmid
84,134,1,5152243,134,True,chromosome
85,133,1,5152243,133,True,chromosome
86,131,1,5152243,131,True,chromosome
87,130,1,5152243,130,True,chromosome
88,130,1,5152243,130,True,chromosome
89,123,1,5152243,123,True,chromosome
90,118,1,5152243,118,True,chromosome
91,118,1,5152243,118,True,chromosome
92,113,1,5152243,113,True,chromosome
93,102,1,5152243,102,True,chromosome
94,100,2,151120,100,True,plasmid
