short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,1397745,1,5146129,1397745,True,chromosome
2,489174,1,5146129,489174,True,chromosome
3,478586,1,5146129,428320,True,chromosome
4,380684,1,5146129,380684,True,chromosome
5,362691,1,5146129,362691,True,chromosome
6,312472,1,5146129,312472,True,chromosome
7,260909,1,5146129,260909,True,chromosome
8,225986,1,5146129,225986,True,chromosome
9,211872,1,5146129,211872,True,chromosome
10,177762,1,5146129,177762,True,chromosome
11,97758,1,5146129,97758,True,chromosome
12,92980,1,5146129,92980,True,chromosome
13,92806,1,5146129,92806,True,chromosome
14,75809,1,5146129,75809,True,chromosome
15,67210,1,5146129,67210,True,chromosome
16,64503,1,5146129,64503,True,chromosome
17,59035,1,5146129,59035,True,chromosome
18,50602,1,5146129,50602,True,chromosome
19,42889,1,5146129,42889,True,chromosome
20,40723,1,5146129,40723,True,chromosome
21,38205,4,53297,38205,True,plasmid
22,35426,2,167556,32340,True,plasmid
23,34270,1,5146129,34270,True,chromosome
24,28141,2,167556,28141,True,plasmid
25,26053,1,5146129,26053,True,chromosome
26,20389,1,5146129,20389,True,chromosome
27,20233,2,167556,20233,True,plasmid
28,14133,1,5146129,14133,True,chromosome
29,13984,3,78908,13984,True,plasmid
30,12455,3,78908,12455,True,plasmid
31,11959,2,167556,11959,True,plasmid
32,11658,3,78908,11658,True,plasmid
33,9224,2,167556,9224,True,plasmid
34,9003,2,167556,9003,True,plasmid
35,7829,4,53297,7829,True,plasmid
36,7460,2,167556,7460,True,plasmid
37,7010,3,78908,7010,True,plasmid
38,6899,3,78908,6899,True,plasmid
39,4439,3,78908,4439,True,plasmid
40,4388,2,167556,4384,True,plasmid
41,4218,1,5146129,4218,True,chromosome
42,3530,2,167556,3530,True,plasmid
43,3337,3,78908,3337,True,plasmid
44,2706,2,167556,2706,True,plasmid
45,2495,5,2495,2495,True,plasmid
46,2327,NA,NA,2327,NA,ambiguous
47,1915,NA,NA,1915,NA,ambiguous
48,1764,2,167556,1764,True,plasmid
49,1763,3,78908,1763,True,plasmid
50,1642,3,78908,1642,True,plasmid
51,1618,2,167556,1618,True,plasmid
52,1587,3,78908,1587,True,plasmid
53,1444,1,5146129,1444,True,chromosome
54,1402,3,78908,1402,True,plasmid
55,1358,3,78908,1358,True,plasmid
56,1320,NA,NA,1320,NA,ambiguous
