short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,672012,1,5268118,672012,True,chromosome
2,577661,1,5268118,577661,True,chromosome
3,495729,1,5268118,495729,True,chromosome
4,476776,1,5268118,426572,True,chromosome
5,465316,1,5268118,465316,True,chromosome
6,360674,1,5268118,360674,True,chromosome
7,328728,1,5268118,328728,True,chromosome
8,310229,1,5268118,310229,True,chromosome
9,208644,1,5268118,208644,True,chromosome
10,185567,1,5268118,185567,True,chromosome
11,175525,1,5268118,175525,True,chromosome
12,141496,1,5268118,141496,True,chromosome
13,127742,1,5268118,127742,True,chromosome
14,99910,1,5268118,99910,True,chromosome
15,98252,1,5268118,98252,True,chromosome
16,98130,1,5268118,98130,True,chromosome
17,86427,1,5268118,86427,True,chromosome
18,79979,1,5268118,79975,True,chromosome
19,55070,1,5268118,55070,True,chromosome
20,34239,1,5268118,34239,True,chromosome
21,33512,1,5268118,33512,True,chromosome
22,26786,1,5268118,26786,True,chromosome
23,26068,1,5268118,26068,True,chromosome
24,13293,1,5268118,13293,True,chromosome
25,8159,1,5268118,8159,True,chromosome
26,6757,2,6757,6757,True,plasmid
27,5167,3,5167,5167,True,plasmid
28,4848,1,5268118,4848,True,chromosome
29,4297,1,5268118,4297,True,chromosome
30,4074,4,4074,4074,True,plasmid
31,1854,1,5268118,1854,True,chromosome
32,1853,1,5268118,1853,True,chromosome
33,1445,1,5268118,1445,True,chromosome
34,1229,1,5268118,1229,True,chromosome
35,1057,1,5268118,1057,True,chromosome
36,1024,1,5268118,1024,True,chromosome
37,1024,1,5268118,1024,True,chromosome
38,638,1,5268118,638,True,chromosome
39,613,1,5268118,613,True,chromosome
40,583,1,5268118,583,True,chromosome
41,515,1,5268118,515,True,chromosome
42,463,1,5268118,463,True,chromosome
43,451,1,5268118,451,True,chromosome
44,413,1,5268118,413,True,chromosome
45,398,1,5268118,398,True,chromosome
46,393,1,5268118,393,True,chromosome
47,382,1,5268118,382,True,chromosome
48,377,1,5268118,377,True,chromosome
49,349,1,5268118,349,True,chromosome
50,326,1,5268118,326,True,chromosome
51,300,1,5268118,300,True,chromosome
52,273,1,5268118,273,True,chromosome
53,271,1,5268118,271,True,chromosome
54,224,1,5268118,224,True,chromosome
55,206,1,5268118,206,True,chromosome
56,183,1,5268118,183,True,chromosome
57,182,1,5268118,182,True,chromosome
58,177,1,5268118,177,True,chromosome
59,176,1,5268118,176,True,chromosome
60,169,1,5268118,169,True,chromosome
61,144,1,5268118,144,True,chromosome
62,142,1,5268118,142,True,chromosome
63,130,1,5268118,130,True,chromosome
64,129,1,5268118,129,True,chromosome
65,127,1,5268118,127,True,chromosome
66,125,1,5268118,125,True,chromosome
67,111,1,5268118,111,True,chromosome
68,109,1,5268118,109,True,chromosome
