short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,187092,2,692908,187092,False,chromosome
2,136678,1,1207849,136678,False,chromosome
3,123059,1,1207849,123059,False,chromosome
4,115909,1,1207849,115909,False,chromosome
5,108999,1,1207849,108999,False,chromosome
6,104034,4,179007,103970,False,no_label
7,83138,2,692908,83138,False,chromosome
8,73983,5,129272,73983,False,no_label
9,68075,2,692908,68075,False,chromosome
10,65841,1,1207849,65841,False,chromosome
11,64893,2,692908,64893,False,chromosome
12,63479,1,1207849,63479,False,chromosome
13,62023,4,179007,62023,False,no_label
14,54912,1,1207849,54912,False,chromosome
15,52103,5,129272,52103,False,no_label
16,51667,3,560967,51667,False,chromosome
17,50780,1,1207849,50780,False,chromosome
18,49621,3,560967,49621,False,chromosome
19,48874,2,692908,48874,False,chromosome
20,48668,3,560967,48668,False,chromosome
21,47475,1,1207849,47475,False,chromosome
22,43530,3,560967,43530,False,chromosome
23,43007,3,560967,43007,False,chromosome
24,41790,1,1207849,41790,False,chromosome
25,40642,3,560967,40642,False,chromosome
26,37695,3,560967,37695,False,chromosome
27,36807,2,692908,36807,False,chromosome
28,36637,8,66330,36637,False,no_label
29,34903,1,1207849,34903,False,chromosome
30,32504,2,692908,32504,False,chromosome
31,29070,2,692908,29070,False,chromosome
32,25785,1,1207849,25785,False,chromosome
33,25642,2,692908,25642,False,chromosome
34,25464,3,560967,25464,False,chromosome
35,24331,1,1207849,24331,False,chromosome
36,23208,3,560967,23208,False,chromosome
37,22995,3,560967,22995,False,chromosome
38,22124,1,1207849,22124,False,chromosome
39,22029,2,692908,20519,False,chromosome
40,21164,2,692908,21164,False,chromosome
41,21137,8,66330,590,False,no_label
42,20752,3,560967,20752,False,chromosome
43,19451,3,560967,19451,False,chromosome
44,18744,3,560967,18744,False,chromosome
45,17745,3,560967,17745,False,chromosome
46,16906,6,116048,16906,False,no_label
47,16447,1,1207849,16447,False,chromosome
48,15850,6,116048,15850,False,no_label
49,14894,1,1207849,14894,False,chromosome
50,14824,3,560967,14824,False,chromosome
51,14221,6,116048,14221,False,no_label
52,14205,2,692908,14205,False,chromosome
53,14159,9,53302,9489,True,plasmid
54,13789,1,1207849,13789,False,chromosome
55,13402,8,66330,13402,False,no_label
56,13026,6,116048,13026,False,no_label
57,12696,3,560967,12696,False,chromosome
58,11383,7,79610,11383,False,no_label
59,10249,9,53302,10249,True,plasmid
60,10064,7,79610,10064,False,no_label
61,9939,3,560967,9939,False,chromosome
62,9938,3,560967,9938,False,chromosome
63,9935,1,1207849,9935,False,chromosome
64,9827,1,1207849,9827,False,chromosome
65,8853,1,1207849,8853,False,chromosome
66,8839,11,10366,8839,True,plasmid
67,8796,6,116048,8796,False,no_label
68,8496,6,116048,8496,False,no_label
69,8299,3,560967,8299,False,chromosome
