short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,167725,1,2697067,167725,True,chromosome
2,158979,1,2697067,158979,True,chromosome
3,101443,1,2697067,101443,True,chromosome
4,97634,1,2697067,97634,True,chromosome
5,77361,1,2697067,77361,True,chromosome
6,75679,1,2697067,75679,True,chromosome
7,73380,1,2697067,61702,True,chromosome
8,71871,1,2697067,71871,True,chromosome
9,69096,1,2697067,69096,True,chromosome
10,67824,1,2697067,67824,True,chromosome
11,65824,1,2697067,65824,True,chromosome
12,56805,1,2697067,56805,True,chromosome
13,54626,1,2697067,54626,True,chromosome
14,52625,1,2697067,52625,True,chromosome
15,52103,1,2697067,52103,True,chromosome
16,51810,1,2697067,51810,True,chromosome
17,50417,1,2697067,50417,True,chromosome
18,42469,1,2697067,42469,True,chromosome
19,40829,1,2697067,40829,True,chromosome
20,39084,1,2697067,39084,True,chromosome
21,37292,1,2697067,37292,True,chromosome
22,36856,1,2697067,36856,True,chromosome
23,36747,1,2697067,36747,True,chromosome
24,36571,1,2697067,36571,True,chromosome
25,35669,1,2697067,35669,True,chromosome
26,31927,1,2697067,31927,True,chromosome
27,31524,3,60911,31524,True,plasmid
28,31467,2,164029,31467,False,no_label
29,30950,1,2697067,30950,True,chromosome
30,30797,1,2697067,30797,True,chromosome
31,30355,1,2697067,30355,True,chromosome
32,28833,1,2697067,28833,True,chromosome
33,28603,1,2697067,28603,True,chromosome
34,27867,4,9336,9039,True,plasmid
35,27556,1,2697067,27556,True,chromosome
36,25505,1,2697067,25505,True,chromosome
37,23870,1,2697067,23870,True,chromosome
38,23786,2,164029,23786,False,no_label
39,23707,1,2697067,23707,True,chromosome
40,23663,1,2697067,23663,True,chromosome
41,22860,1,2697067,22860,True,chromosome
42,22745,1,2697067,22745,True,chromosome
43,22032,1,2697067,22032,True,chromosome
44,21927,1,2697067,21927,True,chromosome
45,21451,1,2697067,21451,True,chromosome
46,20666,1,2697067,20666,True,chromosome
47,20366,1,2697067,20366,True,chromosome
48,19391,1,2697067,19391,True,chromosome
49,19149,1,2697067,19149,True,chromosome
50,18920,1,2697067,18920,True,chromosome
51,17111,1,2697067,17111,True,chromosome
52,16533,1,2697067,16533,True,chromosome
53,15861,1,2697067,15861,True,chromosome
54,15384,1,2697067,15384,True,chromosome
55,15330,1,2697067,15330,True,chromosome
56,15316,1,2697067,15316,True,chromosome
57,14844,1,2697067,14844,True,chromosome
58,14552,1,2697067,14552,True,chromosome
59,14485,1,2697067,14485,True,chromosome
60,14286,1,2697067,14286,True,chromosome
61,12794,2,164029,12794,False,no_label
62,12634,1,2697067,12634,True,chromosome
63,12499,1,2697067,12499,True,chromosome
64,11831,1,2697067,11831,True,chromosome
65,11243,1,2697067,11243,True,chromosome
66,11065,1,2697067,11065,True,chromosome
67,10984,1,2697067,10984,True,chromosome
68,10440,1,2697067,10440,True,chromosome
69,9813,1,2697067,9813,True,chromosome
70,9149,2,164029,9149,False,no_label
71,8974,1,2697067,8974,True,chromosome
72,8909,2,164029,8908,False,no_label
73,8861,2,164029,8861,False,no_label
