short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,130150,1,2678298,130150,True,chromosome
2,126958,1,2678298,108786,True,chromosome
3,108652,1,2678298,108652,True,chromosome
4,97542,1,2678298,97542,True,chromosome
5,95699,1,2678298,95699,True,chromosome
6,94761,1,2678298,94761,True,chromosome
7,89074,1,2678298,89074,True,chromosome
8,82660,1,2678298,82660,True,chromosome
9,77819,1,2678298,77819,True,chromosome
10,69597,1,2678298,69597,True,chromosome
11,65603,1,2678298,65603,True,chromosome
12,64745,1,2678298,64745,True,chromosome
13,62720,1,2678298,62720,True,chromosome
14,59515,1,2678298,59515,True,chromosome
15,57521,1,2678298,57521,True,chromosome
16,53725,1,2678298,53725,True,chromosome
17,53164,1,2678298,53164,True,chromosome
18,51777,1,2678298,51777,True,chromosome
19,51586,1,2678298,51586,True,chromosome
20,50517,1,2678298,50517,True,chromosome
21,49963,1,2678298,49963,True,chromosome
22,49256,1,2678298,49256,True,chromosome
23,47858,1,2678298,47858,True,chromosome
24,47474,1,2678298,47474,True,chromosome
25,40645,1,2678298,40645,True,chromosome
26,37271,1,2678298,37271,True,chromosome
27,36558,1,2678298,36558,True,chromosome
28,36094,1,2678298,33615,True,chromosome
29,32545,1,2678298,32545,True,chromosome
30,31470,1,2678298,31470,True,chromosome
31,26873,1,2678298,26873,True,chromosome
32,25497,1,2678298,25497,True,chromosome
33,25244,1,2678298,25244,True,chromosome
34,25115,1,2678298,25115,True,chromosome
35,24038,2,218873,17993,True,plasmid
36,22995,1,2678298,22995,True,chromosome
37,22918,1,2678298,22918,True,chromosome
38,22417,1,2678298,22417,True,chromosome
39,22031,1,2678298,22031,True,chromosome
40,20750,1,2678298,20750,True,chromosome
41,20424,1,2678298,20424,True,chromosome
42,20365,1,2678298,20365,True,chromosome
43,20241,1,2678298,20241,True,chromosome
44,19613,1,2678298,19613,True,chromosome
45,18301,1,2678298,18301,True,chromosome
46,17584,1,2678298,17584,True,chromosome
47,17275,1,2678298,17275,True,chromosome
48,17109,1,2678298,17109,True,chromosome
49,16546,4,66937,16546,True,plasmid
50,16401,2,218873,16401,True,plasmid
51,16042,3,153832,16042,False,no_label
52,15955,1,2678298,15955,True,chromosome
53,15862,1,2678298,15862,True,chromosome
54,14746,1,2678298,14746,True,chromosome
55,14722,4,66937,14722,True,plasmid
56,14418,3,153832,14418,False,no_label
57,13836,1,2678298,13836,True,chromosome
58,13287,3,153832,13287,False,no_label
59,12803,1,2678298,12803,True,chromosome
60,12198,2,218873,12198,True,plasmid
61,11644,1,2678298,11644,True,chromosome
62,10618,1,2678298,10618,True,chromosome
63,10497,2,218873,10497,True,plasmid
64,10357,1,2678298,10357,True,chromosome
65,10224,3,153832,10224,False,no_label
66,10077,1,2678298,10077,True,chromosome
67,9487,1,2678298,9487,True,chromosome
68,9081,3,153832,9081,False,no_label
69,8974,1,2678298,8974,True,chromosome
70,8827,2,218873,8827,True,plasmid
71,8751,5,10647,5391,True,plasmid
72,8736,4,66937,8736,True,plasmid
73,8615,3,153832,8615,False,no_label
74,8496,1,2678298,8496,True,chromosome
75,8232,1,2678298,8232,True,chromosome
76,7959,2,218873,7959,True,plasmid
77,7680,1,2678298,7680,True,chromosome
78,6869,2,218873,6869,True,plasmid
79,6645,2,218873,6645,True,plasmid
80,6514,2,218873,6514,True,plasmid
81,6487,3,153832,6487,False,no_label
82,6235,1,2678298,6235,True,chromosome
83,6035,1,2678298,6035,True,chromosome
84,5884,2,218873,5884,True,plasmid
85,5856,3,153832,5856,False,no_label
86,5607,2,218873,5607,True,plasmid
