short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,123380,1,1335375,123380,False,chromosome
2,107516,2,733731,107516,False,chromosome
3,104049,2,733731,104038,False,chromosome
4,101484,1,1335375,101484,False,chromosome
5,90849,1,1335375,90849,False,chromosome
6,87300,1,1335375,87300,False,chromosome
7,82651,1,1335375,82600,False,chromosome
8,78490,2,733731,78490,False,chromosome
9,76730,3,346982,76730,False,no_label
10,72437,1,1335375,72437,False,chromosome
11,65237,1,1335375,65237,False,chromosome
12,64794,1,1335375,64794,False,chromosome
13,64658,1,1335375,64658,False,chromosome
14,55973,1,1335375,55973,False,chromosome
15,53092,1,1335375,53092,False,chromosome
16,47687,1,1335375,47687,False,chromosome
17,45018,6,44990,44990,False,no_label
18,42941,1,1335375,42941,False,chromosome
19,41355,1,1335375,41355,False,chromosome
20,40902,3,346982,40902,False,no_label
21,39887,1,1335375,39887,False,chromosome
22,38917,1,1335375,2330,False,chromosome
23,38432,2,733731,38432,False,chromosome
24,37868,2,733731,37868,False,chromosome
25,36580,3,346982,36580,False,no_label
26,36145,3,346982,36143,False,no_label
27,35764,2,733731,35764,False,chromosome
28,35168,2,733731,865,False,chromosome
29,34589,1,1335375,34589,False,chromosome
30,32590,2,733731,32588,False,chromosome
31,31135,2,733731,31135,False,chromosome
32,30452,2,733731,30452,False,chromosome
33,26654,1,1335375,26654,False,chromosome
34,26479,4,66137,26479,False,no_label
35,26137,1,1335375,26137,False,chromosome
36,26057,2,733731,26057,False,chromosome
37,25001,1,1335375,25001,False,chromosome
38,24307,3,346982,24307,False,no_label
39,24080,7,35822,18335,True,plasmid
40,22269,1,1335375,22269,False,chromosome
41,21105,5,61079,21105,True,plasmid
42,20277,2,733731,20277,False,chromosome
43,19607,1,1335375,19607,False,chromosome
44,19531,2,733731,19531,False,chromosome
45,19170,1,1335375,19170,False,chromosome
46,17408,2,733731,17408,False,chromosome
47,17186,1,1335375,17186,False,chromosome
48,14169,3,346982,14169,False,no_label
49,13990,4,66137,13959,False,no_label
50,12827,2,733731,12827,False,chromosome
51,11848,1,1335375,11848,False,chromosome
52,11678,5,61079,11678,True,plasmid
53,11597,2,733731,11597,False,chromosome
54,11100,3,346982,11100,False,no_label
55,10383,3,346982,10383,False,no_label
56,10157,5,61079,8556,True,plasmid
57,10134,2,733731,10134,False,chromosome
58,10118,2,733731,10118,False,chromosome
59,10045,1,1335375,10045,False,chromosome
60,9934,3,346982,9934,False,no_label
61,9869,3,346982,9858,False,no_label
62,9830,2,733731,9830,False,chromosome
63,9791,3,346982,9791,False,no_label
64,9434,9,6174,2273,True,plasmid
65,9313,2,733731,9313,False,chromosome
66,8298,4,66137,8298,False,no_label
67,7960,4,66137,7955,False,no_label
68,7689,3,346982,7689,False,no_label
69,7657,3,346982,7657,False,no_label
70,7515,1,1335375,7515,False,chromosome
71,7360,2,733731,7360,False,chromosome
72,7166,3,346982,7166,False,no_label
73,6631,8,23754,6631,True,plasmid
74,6387,1,1335375,6387,False,chromosome
75,6250,3,346982,6238,False,no_label
76,6241,4,66137,6174,False,no_label
77,6005,8,23754,6005,True,plasmid
78,5888,5,61079,5888,True,plasmid
79,5805,11,2948,2948,True,plasmid
80,5793,3,346982,5793,False,no_label
81,5503,1,1335375,5503,False,chromosome
82,5220,3,346982,5220,False,no_label
83,5065,2,733731,5065,False,chromosome
84,4590,7,35822,4590,True,plasmid
85,4227,9,6174,3156,True,plasmid
86,4185,2,733731,4185,False,chromosome
87,4037,2,733731,4037,False,chromosome
88,3336,2,733731,3336,False,chromosome
89,3223,5,61079,3223,True,plasmid
90,2994,2,733731,2994,False,chromosome
91,2487,1,1335375,2487,False,chromosome
92,2450,1,1335375,2450,False,chromosome
93,2329,10,3476,1137,True,plasmid
94,2189,13,2189,2189,True,plasmid
95,1864,7,35822,1864,True,plasmid
96,1803,10,3476,1803,True,plasmid
97,1794,3,346982,1794,False,no_label
98,1771,9,6174,1771,True,plasmid
99,1585,1,1335375,1585,False,chromosome
100,1576,5,61079,1576,True,plasmid
101,1514,1,1335375,1514,False,chromosome
102,1503,3,346982,1503,False,no_label
103,1503,1,1335375,1503,False,chromosome
104,1493,2,733731,1493,False,chromosome
105,1459,2,733731,1459,False,chromosome
106,1412,2,733731,1412,False,chromosome
107,1406,NA,NA,1406,NA,ambiguous
108,1403,NA,NA,1403,NA,ambiguous
109,1325,3,346982,1325,False,no_label
110,1264,2,733731,1256,False,chromosome
111,1222,1,1335375,1222,False,chromosome
112,1179,3,346982,1179,False,no_label
113,1167,1,1335375,1167,False,chromosome
114,1035,5,61079,1035,True,plasmid
115,937,NA,NA,937,NA,ambiguous
116,914,1,1335375,914,False,chromosome
117,888,2,733731,818,False,chromosome
118,820,3,346982,820,False,no_label
119,766,8,23754,766,True,plasmid
120,745,4,66137,745,False,no_label
121,685,13,2189,641,True,plasmid
122,682,1,1335375,620,False,chromosome
123,633,7,35822,633,True,plasmid
124,611,1,1335375,611,False,chromosome
125,604,8,23754,601,True,plasmid
126,595,7,35822,595,True,plasmid
127,584,7,35822,584,True,plasmid
128,567,1,1335375,567,False,chromosome
129,558,8,23754,553,True,plasmid
130,548,3,346982,548,False,no_label
131,513,NA,NA,513,NA,ambiguous
132,510,8,23754,510,True,plasmid
133,502,1,1335375,502,False,chromosome
134,491,NA,NA,491,NA,ambiguous
135,404,3,346982,404,False,no_label
136,385,8,23754,383,True,plasmid
137,383,8,23754,369,True,plasmid
138,365,NA,NA,365,NA,ambiguous
