short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,106257,1,2884391,106253,False,chromosome
2,100367,1,2884391,100367,False,chromosome
3,89996,1,2884391,89996,False,chromosome
4,89247,1,2884391,89247,False,chromosome
5,82184,1,2884391,82184,False,chromosome
6,81252,3,81228,81228,False,no_label
7,63390,1,2884391,63390,False,chromosome
8,61924,1,2884391,61924,False,chromosome
9,59133,1,2884391,59133,False,chromosome
10,55022,1,2884391,55022,False,chromosome
11,54186,1,2884391,54186,False,chromosome
12,50227,1,2884391,50222,False,chromosome
13,48755,1,2884391,48754,False,chromosome
14,45796,1,2884391,45796,False,chromosome
15,45430,1,2884391,45430,False,chromosome
16,43474,1,2884391,43461,False,chromosome
17,40280,1,2884391,40280,False,chromosome
18,39360,1,2884391,39360,False,chromosome
19,39062,1,2884391,39062,False,chromosome
20,38474,1,2884391,38474,False,chromosome
21,37313,1,2884391,37313,False,chromosome
22,36573,1,2884391,36573,False,chromosome
23,36060,1,2884391,36060,False,chromosome
24,33267,1,2884391,33267,False,chromosome
25,32608,4,72573,24681,True,plasmid
26,31810,1,2884391,31810,False,chromosome
27,31584,1,2884391,31582,False,chromosome
28,31168,1,2884391,31168,False,chromosome
29,30599,1,2884391,30599,False,chromosome
30,29748,1,2884391,29748,False,chromosome
31,29630,1,2884391,29630,False,chromosome
32,29459,1,2884391,29459,False,chromosome
33,29105,1,2884391,29105,False,chromosome
34,27235,1,2884391,27235,False,chromosome
35,26899,1,2884391,26899,False,chromosome
36,26044,1,2884391,26044,False,chromosome
37,25813,1,2884391,25813,False,chromosome
38,24459,1,2884391,24459,False,chromosome
39,24274,1,2884391,24274,False,chromosome
40,24107,1,2884391,24107,False,chromosome
41,23822,1,2884391,23822,False,chromosome
42,23041,1,2884391,23041,False,chromosome
43,22567,1,2884391,22567,False,chromosome
44,22266,1,2884391,22266,False,chromosome
45,22168,1,2884391,22168,False,chromosome
46,21244,1,2884391,21244,False,chromosome
47,20288,1,2884391,20288,False,chromosome
48,20191,1,2884391,20191,False,chromosome
49,19514,1,2884391,19514,False,chromosome
50,19454,1,2884391,19454,False,chromosome
51,19332,1,2884391,19332,False,chromosome
52,19268,1,2884391,19268,False,chromosome
53,18569,1,2884391,18569,False,chromosome
54,17878,1,2884391,17878,False,chromosome
55,17603,1,2884391,17603,False,chromosome
56,17425,1,2884391,17425,False,chromosome
57,17154,1,2884391,17154,False,chromosome
58,17111,1,2884391,17111,False,chromosome
59,17031,1,2884391,17031,False,chromosome
60,16992,1,2884391,16992,False,chromosome
61,16894,1,2884391,16894,False,chromosome
62,16823,1,2884391,16823,False,chromosome
63,16401,2,132538,16401,True,plasmid
64,15941,1,2884391,15941,False,chromosome
65,15878,1,2884391,15878,False,chromosome
66,15862,1,2884391,15862,False,chromosome
67,15783,1,2884391,15763,False,chromosome
68,15338,1,2884391,15338,False,chromosome
69,15320,1,2884391,15319,False,chromosome
70,13625,1,2884391,13625,False,chromosome
71,13622,1,2884391,13622,False,chromosome
72,13019,1,2884391,13019,False,chromosome
73,12738,1,2884391,12738,False,chromosome
74,12539,1,2884391,12539,False,chromosome
75,11518,1,2884391,11518,False,chromosome
76,11472,1,2884391,11472,False,chromosome
77,11354,1,2884391,11351,False,chromosome
78,10959,1,2884391,10959,False,chromosome
79,10667,2,132538,10667,True,plasmid
80,10619,1,2884391,10619,False,chromosome
81,9937,1,2884391,9937,False,chromosome
82,9917,1,2884391,9917,False,chromosome
83,9816,1,2884391,9816,False,chromosome
84,9436,1,2884391,9436,False,chromosome
85,9384,1,2884391,9384,False,chromosome
86,9375,1,2884391,9375,False,chromosome
87,9199,1,2884391,9199,False,chromosome
88,8735,1,2884391,8713,False,chromosome
89,8587,1,2884391,8587,False,chromosome
90,8429,1,2884391,8429,False,chromosome
91,8075,2,132538,8075,True,plasmid
92,7710,1,2884391,7710,False,chromosome
93,7703,5,35772,7703,True,plasmid
94,7633,1,2884391,7633,False,chromosome
95,7633,6,9529,5391,True,plasmid
96,7604,1,2884391,7604,False,chromosome
97,7458,1,2884391,7458,False,chromosome
98,7404,5,35772,7404,True,plasmid
99,7181,1,2884391,7181,False,chromosome
100,6909,1,2884391,6909,False,chromosome
101,6846,1,2884391,6846,False,chromosome
102,6484,4,72573,6484,True,plasmid
103,6432,1,2884391,6432,False,chromosome
104,6114,2,132538,6114,True,plasmid
105,6055,1,2884391,6055,False,chromosome
106,6039,1,2884391,6039,False,chromosome
107,5961,1,2884391,5961,False,chromosome
108,5914,1,2884391,5914,False,chromosome
109,5880,2,132538,5880,True,plasmid
110,5822,1,2884391,5822,False,chromosome
111,5211,1,2884391,5211,False,chromosome
112,5061,2,132538,3475,True,plasmid
113,5026,1,2884391,5026,False,chromosome
114,4939,4,72573,4939,True,plasmid
115,4913,2,132538,4913,True,plasmid
116,4789,1,2884391,4789,False,chromosome
117,4744,1,2884391,4744,False,chromosome
118,4626,1,2884391,4626,False,chromosome
119,4599,1,2884391,4599,False,chromosome
120,4436,1,2884391,4436,False,chromosome
121,4396,1,2884391,4394,False,chromosome
122,4374,8,4374,4374,True,plasmid
123,4240,1,2884391,4240,False,chromosome
124,4240,1,2884391,4240,False,chromosome
125,4090,2,132538,4090,True,plasmid
126,4075,1,2884391,4075,False,chromosome
127,3882,2,132538,3882,True,plasmid
128,3599,1,2884391,3599,False,chromosome
129,3551,1,2884391,3551,False,chromosome
130,3399,1,2884391,3399,False,chromosome
131,3224,5,35772,3224,True,plasmid
132,3186,1,2884391,3186,False,chromosome
133,3176,4,72573,3176,True,plasmid
134,3153,5,35772,2286,True,plasmid
135,3128,4,72573,3128,True,plasmid
136,3016,5,35772,3016,True,plasmid
137,2857,10,2857,2857,True,plasmid
138,2792,1,2884391,2792,False,chromosome
139,2764,2,132538,2764,True,plasmid
140,2755,4,72573,2755,True,plasmid
141,2475,4,72573,2475,True,plasmid
142,2409,1,2884391,2409,False,chromosome
143,2357,2,132538,2357,True,plasmid
144,2294,2,132538,2294,True,plasmid
145,2200,1,2884391,2200,False,chromosome
146,2145,2,132538,2145,True,plasmid
147,2131,1,2884391,2131,False,chromosome
148,2118,5,35772,2118,True,plasmid
149,2063,1,2884391,2063,False,chromosome
150,1878,1,2884391,1878,False,chromosome
151,1877,NA,NA,1877,NA,ambiguous
152,1861,5,35772,1861,True,plasmid
153,1787,NA,NA,1787,NA,ambiguous
154,1728,2,132538,1728,True,plasmid
155,1702,4,72573,1702,True,plasmid
156,1699,4,72573,1699,True,plasmid
157,1694,1,2884391,1694,False,chromosome
158,1624,1,2884391,1624,False,chromosome
159,1543,1,2884391,1543,False,chromosome
160,1534,1,2884391,1534,False,chromosome
161,1517,1,2884391,1517,False,chromosome
162,1493,1,2884391,1493,False,chromosome
163,1465,1,2884391,1465,False,chromosome
164,1459,1,2884391,1459,False,chromosome
165,1427,NA,NA,1427,NA,ambiguous
166,1345,1,2884391,1345,False,chromosome
167,1310,1,2884391,1310,False,chromosome
168,1267,NA,NA,1267,NA,ambiguous
169,1252,2,132538,1252,True,plasmid
170,1238,1,2884391,1238,False,chromosome
171,1164,1,2884391,1164,False,chromosome
172,1147,1,2884391,1147,False,chromosome
